Record Date,Country - Currency Description,Exchange Rate,Effective Date
6/30/23,Myanmar-Kyat,2918,8/15/23
6/30/23,Russia-Ruble,98.855,8/15/23
6/30/23,Syria-Pound,8585,8/15/23
6/30/23,Zambia-New Kwacha,19.4,8/15/23
6/30/23,Mauritania-Ouguiya,37.88,7/31/23
6/30/23,Sierra Leone-Leone,22.25,7/31/23
6/30/23,Venezuela-Bolivar Soberano,28.385,7/14/23
6/30/23,Zimbabwe-RTGS,4800.96,7/14/23
6/30/23,Afghanistan-Afghani,85.95,6/30/23
6/30/23,Albania-Lek,97.55,6/30/23
6/30/23,Algeria-Dinar,135.657,6/30/23
6/30/23,Angola-Kwanza,825,6/30/23
6/30/23,Antigua & Barbuda-E. Caribbean Dollar,2.7,6/30/23
6/30/23,Argentina-Peso,266,6/30/23
6/30/23,Armenia-Dram,390,6/30/23
6/30/23,Australia-Dollar,1.509,6/30/23
6/30/23,Azerbaijan-Manat,1.7,6/30/23
6/30/23,Bahamas-Dollar,1,6/30/23
6/30/23,Bahrain-Dinar,0.377,6/30/23
6/30/23,Bangladesh-Taka,108,6/30/23
6/30/23,Barbados-Dollar,2.02,6/30/23
6/30/23,Belarus-New Ruble,2.933,6/30/23
6/30/23,Belize-Dollar,2,6/30/23
6/30/23,Benin-CFA Franc,628.64,6/30/23
6/30/23,Bermuda-Dollar,1,6/30/23
6/30/23,Bolivia-Boliviano,6.86,6/30/23
6/30/23,Bosnia-Marka,1.799,6/30/23
6/30/23,Botswana-Pula,13.514,6/30/23
6/30/23,Brazil-Real,4.858,6/30/23
6/30/23,Brunei-Dollar,1.356,6/30/23
6/30/23,Bulgaria-Lev New,1.8,6/30/23
6/30/23,Burkina Faso-CFA Franc,628.64,6/30/23
6/30/23,Burundi-Franc,2826.27,6/30/23
6/30/23,Cambodia-Riel,4051,6/30/23
6/30/23,Cameroon-CFA Franc,603.57,6/30/23
6/30/23,Canada-Dollar,1.326,6/30/23
6/30/23,Cape Verde-Escudo,101.47,6/30/23
6/30/23,Cayman Islands-Dollar,0.82,6/30/23
6/30/23,Central African Rep.-CFA Franc,603.57,6/30/23
6/30/23,Chad-CFA Franc,603.57,6/30/23
6/30/23,Chile-Peso,802.37,6/30/23
6/30/23,China-Renminbi,7.268,6/30/23
6/30/23,Colombia-Peso,4171.72,6/30/23
6/30/23,Comoros-Franc,452.44,6/30/23
6/30/23,Congo-CFA Franc,603.57,6/30/23
6/30/23,Costa Rica-Colon,541.9,6/30/23
6/30/23,Cote D'ivoire-CFA Franc,628.64,6/30/23
6/30/23,Cuba-Chavito,1,6/30/23
6/30/23,Cuba-Peso,24,6/30/23
6/30/23,Cyprus-Euro,0.92,6/30/23
6/30/23,Czech Republic-Koruna,21.245,6/30/23
6/30/23,Dem. Rep. of Congo-Congolese Franc,2383,6/30/23
6/30/23,Denmark-Krone,6.854,6/30/23
6/30/23,Djibouti-Franc,177,6/30/23
6/30/23,Dominican Republic-Peso,55.03,6/30/23
6/30/23,Ecuador-Dolares,1,6/30/23
6/30/23,Egypt-Pound,30.85,6/30/23
6/30/23,El Salvador-Dollar,1,6/30/23
6/30/23,Equatorial Guinea-CFA Franc,603.57,6/30/23
6/30/23,Eritrea-Nakfa,15,6/30/23
6/30/23,Eswatini-Lilangeni,18.936,6/30/23
6/30/23,Ethiopia-Birr,54.594,6/30/23
6/30/23,Euro Zone-Euro,0.92,6/30/23
6/30/23,Fiji-Dollar,2.205,6/30/23
6/30/23,Gabon-CFA Franc,603.57,6/30/23
6/30/23,Gambia-Dalasi,60,6/30/23
6/30/23,Georgia-Lari,2.585,6/30/23
6/30/23,Ghana-Cedi,11,6/30/23
6/30/23,Grenada-E.Caribbean Dollar,2.7,6/30/23
6/30/23,Guatemala-Quentzal,7.835,6/30/23
6/30/23,Guinea Bissau-CFA Franc,628.64,6/30/23
6/30/23,Guinea-Franc,8511,6/30/23
6/30/23,Guyana-Dollar,215,6/30/23
6/30/23,Haiti-Gourde,138.251,6/30/23
6/30/23,Honduras-Lempira,24.566,6/30/23
6/30/23,Hong Kong-Dollar,7.837,6/30/23
6/30/23,Hungary-Forint,342.15,6/30/23
6/30/23,Iceland-Krona,136.67,6/30/23
6/30/23,India-Rupee,82.086,6/30/23
6/30/23,Indonesia-Rupiah,14957.53,6/30/23
6/30/23,Iran-Rial,42000,6/30/23
6/30/23,Iraq-Dinar,1309,6/30/23
6/30/23,Israel-Shekel,3.725,6/30/23
6/30/23,Jamaica-Dollar,154,6/30/23
6/30/23,Japan-Yen,144.62,6/30/23
6/30/23,Jordan-Dinar,0.708,6/30/23
6/30/23,Kazakhstan-Tenge,450.33,6/30/23
6/30/23,Kenya-Shilling,140.55,6/30/23
6/30/23,Korea-Won,1321.19,6/30/23
6/30/23,Kuwait-Dinar,0.308,6/30/23
6/30/23,Kyrgyzstan-Som,87.227,6/30/23
6/30/23,Laos-Kip,19034,6/30/23
6/30/23,Lebanon-Pound,15000,6/30/23
6/30/23,Lesotho-Maloti,18.936,6/30/23
6/30/23,Liberia-Dollar,182,6/30/23
6/30/23,Libya-Dinar,4.778,6/30/23
6/30/23,Madagascar-Ariary,4400,6/30/23
6/30/23,Malawi-Kwacha,1053.43,6/30/23
6/30/23,Malaysia-Ringgit,4.665,6/30/23
6/30/23,Maldives-Rufiyaa,15.42,6/30/23
6/30/23,Mali-CFA Franc,628.64,6/30/23
6/30/23,Marshall Islands-U.S. Dollar,1,6/30/23
6/30/23,Mauritania-Ouguiya,34.38,6/30/23
6/30/23,Mauritius-Rupee,45.4,6/30/23
6/30/23,Mexico-Peso,17.077,6/30/23
6/30/23,Micronesia-U.S. Dollar,1,6/30/23
6/30/23,Moldova-LEU,18.25,6/30/23
6/30/23,Mongolia-Tugrik,3432.51,6/30/23
6/30/23,Morocco-Dirham,9.895,6/30/23
6/30/23,Mozambique-Metical,63.25,6/30/23
6/30/23,Myanmar-Kyat,2100,6/30/23
6/30/23,Nambia-Dollar,18.936,6/30/23
6/30/23,Nepal-Rupee,131,6/30/23
6/30/23,Netherlands Antilles-Guilder,1.78,6/30/23
6/30/23,New Zealand-Dollar,1.643,6/30/23
6/30/23,Nicaragua-Cordoba,36.4,6/30/23
6/30/23,Niger-CFA Franc,628.64,6/30/23
6/30/23,Nigeria-Naira,765,6/30/23
6/30/23,Norway-Krone,10.769,6/30/23
6/30/23,Oman-Rial,0.385,6/30/23
6/30/23,Pakistan-Rupee,286.15,6/30/23
6/30/23,Palau-Dollar,1,6/30/23
6/30/23,Panama-Dolares,1,6/30/23
6/30/23,Papua New Guinea-Kina,3.46,6/30/23
6/30/23,Paraguay-Guarani,7276.32,6/30/23
6/30/23,Peru-Sol,3.628,6/30/23
6/30/23,Philippines-Peso,55.284,6/30/23
6/30/23,Poland-Zloty,4.084,6/30/23
6/30/23,Qatar-Riyal,3.643,6/30/23
6/30/23,Rep. of N. Macedonia-Denar,55.95,6/30/23
6/30/23,Romania-New Leu,4.566,6/30/23
6/30/23,Russia-Ruble,89.006,6/30/23
6/30/23,Rwanda-Franc,1135,6/30/23
6/30/23,Sao Tome & Principe-New Dobras,22.399,6/30/23
6/30/23,Saudi Arabia-Riyal,3.75,6/30/23
6/30/23,Senegal-CFA Franc,628.64,6/30/23
6/30/23,Serbia-Dinar,107.74,6/30/23
6/30/23,Seychelles-Rupee,13.21,6/30/23
6/30/23,Sierra Leone-Leone,19,6/30/23
6/30/23,Sierra Leone-Old Leone,21.4,6/30/23
6/30/23,Singapore-Dollar,1.356,6/30/23
6/30/23,Solomon Islands-Dollar,8.065,6/30/23
6/30/23,Somali-Shilling,566,6/30/23
6/30/23,South Africa-Rand,18.936,6/30/23
6/30/23,South Sudan-Sudanese Pound,988,6/30/23
6/30/23,Sri Lanka-Rupee,307.5,6/30/23
6/30/23,St. Lucia-E. Caribbean Dollar,2.7,6/30/23
6/30/23,Sudan-Pound,570,6/30/23
6/30/23,Suriname-Dollar,37.493,6/30/23
6/30/23,Sweden-Krona,10.863,6/30/23
6/30/23,Switzerland-Franc,0.901,6/30/23
6/30/23,Syria-Pound,6500,6/30/23
6/30/23,Taiwan-Dollar,31.163,6/30/23
6/30/23,Tajikistan-Somoni,10.9,6/30/23
6/30/23,Tanzania-Shilling,2415,6/30/23
6/30/23,Thailand-Baht,35.39,6/30/23
6/30/23,Timor-Leste-Dili,1,6/30/23
6/30/23,Togo-CFA Franc,628.64,6/30/23
6/30/23,Tonga-Pa'anga,2.327,6/30/23
6/30/23,Trinidad & Tobago-Dollar,6.766,6/30/23
6/30/23,Tunisia-Dinar,3.097,6/30/23
6/30/23,Turkey-New Lira,26.058,6/30/23
6/30/23,Turkmenistan-New Manat,3.491,6/30/23
6/30/23,Uganda-Shilling,3665,6/30/23
6/30/23,Ukraine-Hryvnia,36.92,6/30/23
6/30/23,United Arab Emirates-Dirham,3.673,6/30/23
6/30/23,United Kingdom-Pound,0.79,6/30/23
6/30/23,Uruguay-Peso,37.62,6/30/23
6/30/23,Uzbekistan-Som,11517.13,6/30/23
6/30/23,Vanuatu-Vatu,118.04,6/30/23
6/30/23,Venezuela-Bolivar Soberano,27.785,6/30/23
6/30/23,Venezuela-Fuerte (OLD),248832,6/30/23
6/30/23,Vietnam-Dong,23575,6/30/23
6/30/23,Western Samoa-Tala,2.653,6/30/23
6/30/23,Yemen-Rial,528,6/30/23
6/30/23,Zambia-New Kwacha,17.5,6/30/23
6/30/23,Zimbabwe-RTGS,6141.84,6/30/23
3/31/23,Colombia-Peso,4170.33,6/15/23
3/31/23,Turkey-New Lira,23.657,6/15/23
3/31/23,Angola-Kwanza,575,5/31/23
3/31/23,Belarus-New Ruble,2.933,5/31/23
3/31/23,Dem. Rep. of Congo-Congolese Franc,2305,5/31/23
3/31/23,Eswatini-Lilangeni,19.818,5/31/23
3/31/23,Lesotho-Maloti,19.818,5/31/23
3/31/23,Nambia-Dollar,19.818,5/31/23
3/31/23,South Africa-Rand,19.818,5/31/23
3/31/23,South Sudan-Sudanese Pound,963,5/31/23
3/31/23,Sri Lanka-Rupee,290,5/31/23
3/31/23,Argentina-Peso,238.5,5/15/23
3/31/23,Burundi-Franc,2818.45,5/15/23
3/31/23,Syria-Pound,6500,4/28/23
3/31/23,Venezuela-Bolivar Soberano,24.481,4/14/23
3/31/23,Zambia-New Kwacha,18.206,4/14/23
3/31/23,Zimbabwe-RTGS,968.042,4/14/23
3/31/23,Afghanistan-Afghani,86.75,3/31/23
3/31/23,Albania-Lek,103.77,3/31/23
3/31/23,Algeria-Dinar,135.132,3/31/23
3/31/23,Angola-Kwanza,503,3/31/23
3/31/23,Antigua & Barbuda-E. Caribbean Dollar,2.7,3/31/23
3/31/23,Argentina-Peso,215.5,3/31/23
3/31/23,Armenia-Dram,390,3/31/23
3/31/23,Australia-Dollar,1.494,3/31/23
3/31/23,Azerbaijan-Manat,1.7,3/31/23
3/31/23,Bahamas-Dollar,1,3/31/23
3/31/23,Bahrain-Dinar,0.377,3/31/23
3/31/23,Bangladesh-Taka,105,3/31/23
3/31/23,Barbados-Dollar,2.02,3/31/23
3/31/23,Belarus-New Ruble,2.518,3/31/23
3/31/23,Belize-Dollar,2,3/31/23
3/31/23,Benin-CFA Franc,600.45,3/31/23
3/31/23,Bermuda-Dollar,1,3/31/23
3/31/23,Bolivia-Boliviano,6.85,3/31/23
3/31/23,Bosnia-Marka,1.798,3/31/23
3/31/23,Botswana-Pula,13.004,3/31/23
3/31/23,Brazil-Real,5.098,3/31/23
3/31/23,Brunei-Dollar,1.33,3/31/23
3/31/23,Bulgaria-Lev New,1.798,3/31/23
3/31/23,Burkina Faso-CFA Franc,600.45,3/31/23
3/31/23,Burma-Kyat,2100,3/31/23
3/31/23,Burundi-Franc,2061.25,3/31/23
3/31/23,Cambodia-Riel,4051,3/31/23
3/31/23,Cameroon-CFA Franc,603.18,3/31/23
3/31/23,Canada-Dollar,1.355,3/31/23
3/31/23,Cape Verde-Escudo,101.39,3/31/23
3/31/23,Cayman Islands-Dollar,0.82,3/31/23
3/31/23,Central African Rep.-CFA Franc,603.18,3/31/23
3/31/23,Chad-CFA Franc,603.18,3/31/23
3/31/23,Chile-Peso,790.95,3/31/23
3/31/23,China-Renminbi,6.875,3/31/23
3/31/23,Colombia-Peso,4637,3/31/23
3/31/23,Comoros-Franc,451.02,3/31/23
3/31/23,Congo-CFA Franc,593.2,3/31/23
3/31/23,Costa Rica-Colon,539.65,3/31/23
3/31/23,Cote D'ivoire-CFA Franc,600.45,3/31/23
3/31/23,Cuba-Chavito,1,3/31/23
3/31/23,Cuba-Peso,24,3/31/23
3/31/23,Czech Republic-Koruna,20.998,3/31/23
3/31/23,Dem. Rep. of Congo-Congolese Franc,2070,3/31/23
3/31/23,Denmark-Krone,6.85,3/31/23
3/31/23,Djibouti-Franc,177,3/31/23
3/31/23,Dominican Republic-Peso,54.76,3/31/23
3/31/23,Ecuador-Dolares,1,3/31/23
3/31/23,Egypt-Pound,30.75,3/31/23
3/31/23,El Salvador-Dollar,1,3/31/23
3/31/23,Equatorial Guinea-CFA Franc,603.18,3/31/23
3/31/23,Eritrea-Nakfa,15,3/31/23
3/31/23,Eswatini-Lilangeni,17.6,3/31/23
3/31/23,Ethiopia-Birr,53.903,3/31/23
3/31/23,Euro Zone-Euro,0.92,3/31/23
3/31/23,Fiji-Dollar,2.183,3/31/23
3/31/23,Gabon-CFA Franc,603.18,3/31/23
3/31/23,Gambia-Dalasi,61,3/31/23
3/31/23,Georgia-Lari,2.52,3/31/23
3/31/23,Ghana-Cedi,11.5,3/31/23
3/31/23,Grenada-E.Caribbean Dollar,2.7,3/31/23
3/31/23,Guatemala-Quentzal,7.79,3/31/23
3/31/23,Guinea Bissau-CFA Franc,600.45,3/31/23
3/31/23,Guinea-Franc,8501,3/31/23
3/31/23,Guyana-Dollar,215,3/31/23
3/31/23,Haiti-Gourde,153.35,3/31/23
3/31/23,Honduras-Lempira,24.55,3/31/23
3/31/23,Hong Kong-Dollar,7.85,3/31/23
3/31/23,Hungary-Forint,348.83,3/31/23
3/31/23,Iceland-Krona,136.05,3/31/23
3/31/23,India-Rupee,82.19,3/31/23
3/31/23,Indonesia-Rupiah,14962.51,3/31/23
3/31/23,Iran-Rial,42000,3/31/23
3/31/23,Iraq-Dinar,1311,3/31/23
3/31/23,Israel-Shekel,3.614,3/31/23
3/31/23,Jamaica-Dollar,154,3/31/23
3/31/23,Japan-Yen,133.16,3/31/23
3/31/23,Jordan-Dinar,0.708,3/31/23
3/31/23,Kazakhstan-Tenge,455.29,3/31/23
3/31/23,Kenya-Shilling,132.5,3/31/23
3/31/23,Korea-Won,1306.3,3/31/23
3/31/23,Kuwait-Dinar,0.307,3/31/23
3/31/23,Kyrgyzstan-Som,87.42,3/31/23
3/31/23,Laos-Kip,16855.1,3/31/23
3/31/23,Lebanon-Pound,15000,3/31/23
3/31/23,Lesotho-Maloti,17.76,3/31/23
3/31/23,Liberia-Dollar,164,3/31/23
3/31/23,Libya-Dinar,4.769,3/31/23
3/31/23,Madagascar-Ariary,4250,3/31/23
3/31/23,Malawi-Kwacha,1035.49,3/31/23
3/31/23,Malaysia-Ringgit,4.41,3/31/23
3/31/23,Maldives-Rufiyaa,15.42,3/31/23
3/31/23,Mali-CFA Franc,600.45,3/31/23
3/31/23,Marshall Islands-U.S. Dollar,1,3/31/23
3/31/23,Mauritania-Ouguiya,37,3/31/23
3/31/23,Mauritius-Rupee,45.35,3/31/23
3/31/23,Mexico-Peso,18.063,3/31/23
3/31/23,Micronesia-U.S. Dollar,1,3/31/23
3/31/23,Moldova-LEU,18.252,3/31/23
3/31/23,Mongolia-Tugrik,3520.67,3/31/23
3/31/23,Morocco-Dirham,10.21,3/31/23
3/31/23,Mozambique-Metical,63.24,3/31/23
3/31/23,Nambia-Dollar,17.76,3/31/23
3/31/23,Nepal-Rupee,131.5,3/31/23
3/31/23,Netherlands Antilles-Guilder,1.78,3/31/23
3/31/23,New Zealand-Dollar,1.598,3/31/23
3/31/23,Nicaragua-Cordoba,36.3,3/31/23
3/31/23,Niger-CFA Franc,600.45,3/31/23
3/31/23,Nigeria-Naira,440,3/31/23
3/31/23,Norway-Krone,10.459,3/31/23
3/31/23,Oman-Rial,0.385,3/31/23
3/31/23,Pakistan-Rupee,283.37,3/31/23
3/31/23,Palau-Dollar,1,3/31/23
3/31/23,Panama-Dolares,1,3/31/23
3/31/23,Papua New Guinea-Kina,3.431,3/31/23
3/31/23,Paraguay-Guarani,7161,3/31/23
3/31/23,Peru-Sol,3.753,3/31/23
3/31/23,Philippines-Peso,54.293,3/31/23
3/31/23,Poland-Zloty,4.299,3/31/23
3/31/23,Qatar-Riyal,3.64,3/31/23
3/31/23,Rep. of N. Macedonia-Denar,56.57,3/31/23
3/31/23,Romania-New Leu,4.466,3/31/23
3/31/23,Russia-Ruble,77.646,3/31/23
3/31/23,Rwanda-Franc,1100,3/31/23
3/31/23,Sao Tome & Principe-New Dobras,22.587,3/31/23
3/31/23,Saudi Arabia-Riyal,3.75,3/31/23
3/31/23,Senegal-CFA Franc,600.45,3/31/23
3/31/23,Serbia-Dinar,107.82,3/31/23
3/31/23,Seychelles-Rupee,13.062,3/31/23
3/31/23,Sierra Leone-Leone,21.4,3/31/23
3/31/23,Singapore-Dollar,1.33,3/31/23
3/31/23,Solomon Islands-Dollar,8.065,3/31/23
3/31/23,Somali-Shilling,565,3/31/23
3/31/23,South Africa-Rand,17.76,3/31/23
3/31/23,South Sudan-Sudanese Pound,847,3/31/23
3/31/23,Sri Lanka-Rupee,324,3/31/23
3/31/23,St. Lucia-E. Caribbean Dollar,2.7,3/31/23
3/31/23,Sudan-Pound,594,3/31/23
3/31/23,Suriname-Dollar,35.858,3/31/23
3/31/23,Sweden-Krona,10.368,3/31/23
3/31/23,Switzerland-Franc,0.917,3/31/23
3/31/23,Syria-Pound,4500,3/31/23
3/31/23,Taiwan-Dollar,30.546,3/31/23
3/31/23,Tajikistan-Somoni,10.88,3/31/23
3/31/23,Tanzania-Shilling,2335,3/31/23
3/31/23,Thailand-Baht,34.12,3/31/23
3/31/23,Timor-Leste-Dili,1,3/31/23
3/31/23,Togo-CFA Franc,600.45,3/31/23
3/31/23,Tonga-Pa'anga,2.304,3/31/23
3/31/23,Trinidad & Tobago-Dollar,6.746,3/31/23
3/31/23,Tunisia-Dinar,3.049,3/31/23
3/31/23,Turkey-New Lira,19.183,3/31/23
3/31/23,Turkmenistan-New Manat,3.491,3/31/23
3/31/23,Uganda-Shilling,3768.64,3/31/23
3/31/23,Ukraine-Hryvnia,36.91,3/31/23
3/31/23,United Arab Emirates-Dirham,3.672,3/31/23
3/31/23,United Kingdom-Pound,0.808,3/31/23
3/31/23,Uruguay-Peso,38.87,3/31/23
3/31/23,Uzbekistan-Som,11391.6,3/31/23
3/31/23,Vanuatu-Vatu,117,3/31/23
3/31/23,Venezuela-Bolivar Soberano,17.236,3/31/23
3/31/23,Venezuela-Fuerte (OLD),248832,3/31/23
3/31/23,Vietnam-Dong,23450,3/31/23
3/31/23,Western Samoa-Tala,2.652,3/31/23
3/31/23,Yemen-Rial,528,3/31/23
3/31/23,Zambia-New Kwacha,21.253,3/31/23
3/31/23,Zimbabwe-RTGS,894,3/31/23
12/31/22,Zambia-New Kwacha,20.377,3/15/23
12/31/22,Argentina-Peso,203.5,2/28/23
12/31/22,Lebanon-Pound,15000,2/15/23
12/31/22,South Sudan-Sudanese Pound,758,2/15/23
12/31/22,Syria-Pound,4500,2/15/23
12/31/22,Pakistan-Rupee,267.48,1/31/23
12/31/22,Zimbabwe-RTGS,795.725,1/31/23
12/31/22,Croatia-Euro,0.925,1/13/23
12/31/22,Egypt-Pound,29.5,1/13/23
12/31/22,Ghana-Cedi,11.5,1/13/23
12/31/22,Venezuela-Bolivar Soberano,19.23,1/13/23
12/31/22,Afghanistan-Afghani,89.11,12/31/22
12/31/22,Albania-Lek,106.5,12/31/22
12/31/22,Algeria-Dinar,136.467,12/31/22
12/31/22,Angola-Kwanza,503.65,12/31/22
12/31/22,Antigua & Barbuda-E. Caribbean Dollar,2.7,12/31/22
12/31/22,Argentina-Peso,183,12/31/22
12/31/22,Armenia-Dram,400,12/31/22
12/31/22,Australia-Dollar,1.471,12/31/22
12/31/22,Azerbaijan-Manat,1.7,12/31/22
12/31/22,Bahamas-Dollar,1,12/31/22
12/31/22,Bahrain-Dinar,0.377,12/31/22
12/31/22,Bangladesh-Taka,105,12/31/22
12/31/22,Barbados-Dollar,2.02,12/31/22
12/31/22,Belarus-New Ruble,2.518,12/31/22
12/31/22,Belize-Dollar,2,12/31/22
12/31/22,Benin-CFA Franc,614.84,12/31/22
12/31/22,Bermuda-Dollar,1,12/31/22
12/31/22,Bolivia-Boliviano,6.86,12/31/22
12/31/22,Bosnia-Marka,1.83,12/31/22
12/31/22,Botswana-Pula,12.739,12/31/22
12/31/22,Brazil-Real,5.286,12/31/22
12/31/22,Brunei-Dollar,1.34,12/31/22
12/31/22,Bulgaria-Lev New,1.83,12/31/22
12/31/22,Burkina Faso-CFA Franc,614.84,12/31/22
12/31/22,Burma-Kyat,2100,12/31/22
12/31/22,Burundi-Franc,2045.3,12/31/22
12/31/22,Cambodia-Riel,4051,12/31/22
12/31/22,Cameroon-CFA Franc,613.79,12/31/22
12/31/22,Canada-Dollar,1.354,12/31/22
12/31/22,Cape Verde-Escudo,103.16,12/31/22
12/31/22,Cayman Islands-Dollar,0.82,12/31/22
12/31/22,Central African Rep.-CFA Franc,613.79,12/31/22
12/31/22,Chad-CFA Franc,613.79,12/31/22
12/31/22,Chile-Peso,851.5,12/31/22
12/31/22,China-Renminbi,6.897,12/31/22
12/31/22,Colombia-Peso,4845.83,12/31/22
12/31/22,Comoros-Franc,461.6,12/31/22
12/31/22,Congo-CFA Franc,613.79,12/31/22
12/31/22,Costa Rica-Colon,591.36,12/31/22
12/31/22,Cote D'ivoire-CFA Franc,614.84,12/31/22
12/31/22,Croatia-KUNA,6.87,12/31/22
12/31/22,Cuba-Chavito,1,12/31/22
12/31/22,Cuba-Peso,24,12/31/22
12/31/22,Czech Republic-Koruna,22.102,12/31/22
12/31/22,Dem. Rep. of Congo-Congolese Franc,2012,12/31/22
12/31/22,Denmark-Krone,6.959,12/31/22
12/31/22,Djibouti-Franc,177,12/31/22
12/31/22,Dominican Republic-Peso,55.72,12/31/22
12/31/22,Ecuador-Dolares,1,12/31/22
12/31/22,Egypt-Pound,24.74,12/31/22
12/31/22,El Salvador-Dollar,1,12/31/22
12/31/22,Equatorial Guinea-CFA Franc,613.79,12/31/22
12/31/22,Eritrea-Nakfa,15,12/31/22
12/31/22,Eswatini-Lilangeni,16.948,12/31/22
12/31/22,Ethiopia-Birr,53.339,12/31/22
12/31/22,Euro Zone-Euro,0.936,12/31/22
12/31/22,Fiji-Dollar,2.176,12/31/22
12/31/22,Gabon-CFA Franc,613.79,12/31/22
12/31/22,Gambia-Dalasi,61,12/31/22
12/31/22,Georgia-Lari,2.665,12/31/22
12/31/22,Ghana-Cedi,9.8,12/31/22
12/31/22,Grenada-E.Caribbean Dollar,2.7,12/31/22
12/31/22,Guatemala-Quentzal,7.84,12/31/22
12/31/22,Guinea Bissau-CFA Franc,614.84,12/31/22
12/31/22,Guinea-Franc,8554,12/31/22
12/31/22,Guyana-Dollar,215,12/31/22
12/31/22,Haiti-Gourde,145,12/31/22
12/31/22,Honduras-Lempira,24.552,12/31/22
12/31/22,Hong Kong-Dollar,7.797,12/31/22
12/31/22,Hungary-Forint,374.63,12/31/22
12/31/22,Iceland-Krona,141.61,12/31/22
12/31/22,India-Rupee,82.599,12/31/22
12/31/22,Indonesia-Rupiah,15528.42,12/31/22
12/31/22,Iran-Rial,42000,12/31/22
12/31/22,Iraq-Dinar,1458.53,12/31/22
12/31/22,Israel-Shekel,3.518,12/31/22
12/31/22,Jamaica-Dollar,150,12/31/22
12/31/22,Japan-Yen,131.83,12/31/22
12/31/22,Jordan-Dinar,0.708,12/31/22
12/31/22,Kazakhstan-Tenge,462.54,12/31/22
12/31/22,Kenya-Shilling,123.25,12/31/22
12/31/22,Korea-Won,1252.61,12/31/22
12/31/22,Kuwait-Dinar,0.306,12/31/22
12/31/22,Kyrgyzstan-Som,85.68,12/31/22
12/31/22,Laos-Kip,17217,12/31/22
12/31/22,Lebanon-Pound,1500,12/31/22
12/31/22,Lesotho-Maloti,16.948,12/31/22
12/31/22,Liberia-Dollar,153.5,12/31/22
12/31/22,Libya-Dinar,4.817,12/31/22
12/31/22,Madagascar-Ariary,4360,12/31/22
12/31/22,Malawi-Kwacha,1035.49,12/31/22
12/31/22,Malaysia-Ringgit,4.4,12/31/22
12/31/22,Maldives-Rufiyaa,15.42,12/31/22
12/31/22,Mali-CFA Franc,614.84,12/31/22
12/31/22,Marshall Islands-U.S. Dollar,1,12/31/22
12/31/22,Mauritania-Ouguiya,37,12/31/22
12/31/22,Mauritius-Rupee,43.85,12/31/22
12/31/22,Mexico-Peso,19.546,12/31/22
12/31/22,Micronesia-U.S. Dollar,1,12/31/22
12/31/22,Moldova-LEU,19.08,12/31/22
12/31/22,Mongolia-Tugrik,3443.37,12/31/22
12/31/22,Morocco-Dirham,10.48,12/31/22
12/31/22,Mozambique-Metical,63.24,12/31/22
12/31/22,Nambia-Dollar,16.948,12/31/22
12/31/22,Nepal-Rupee,132.25,12/31/22
12/31/22,Netherlands-Euro,0.936,12/31/22
12/31/22,Netherlands Antilles-Guilder,1.78,12/31/22
12/31/22,New Zealand-Dollar,1.575,12/31/22
12/31/22,Nicaragua-Cordoba,36.15,12/31/22
12/31/22,Niger-CFA Franc,614.84,12/31/22
12/31/22,Nigeria-Naira,440,12/31/22
12/31/22,Norway-Krone,9.831,12/31/22
12/31/22,Oman-Rial,0.385,12/31/22
12/31/22,Pakistan-Rupee,226.4,12/31/22
12/31/22,Palau-Dollar,1,12/31/22
12/31/22,Panama-Dolares,1,12/31/22
12/31/22,Papua New Guinea-Kina,3.431,12/31/22
12/31/22,Paraguay-Guarani,7309.61,12/31/22
12/31/22,Peru-Sol,3.786,12/31/22
12/31/22,Philippines-Peso,55.606,12/31/22
12/31/22,Poland-Zloty,4.38,12/31/22
12/31/22,Qatar-Riyal,3.64,12/31/22
12/31/22,Rep. of N. Macedonia-Denar,57.56,12/31/22
12/31/22,Romania-New Leu,4.627,12/31/22
12/31/22,Russia-Ruble,71.481,12/31/22
12/31/22,Rwanda-Franc,1060,12/31/22
12/31/22,Sao Tome & Principe-New Dobras,23.062,12/31/22
12/31/22,Saudi Arabia-Riyal,3.75,12/31/22
12/31/22,Senegal-CFA Franc,614.84,12/31/22
12/31/22,Serbia-Dinar,109.69,12/31/22
12/31/22,Seychelles-Rupee,12.87,12/31/22
12/31/22,Sierra Leone-Leone,18.8,12/31/22
12/31/22,Singapore-Dollar,1.34,12/31/22
12/31/22,Solomon Islands-Dollar,7.949,12/31/22
12/31/22,Somali-Shilling,565,12/31/22
12/31/22,South Africa-Rand,16.948,12/31/22
12/31/22,South Sudan-Sudanese Pound,669,12/31/22
12/31/22,Sri Lanka-Rupee,363,12/31/22
12/31/22,St. Lucia-E. Caribbean Dollar,2.7,12/31/22
12/31/22,Sudan-Pound,576,12/31/22
12/31/22,Suriname-Dollar,31.714,12/31/22
12/31/22,Sweden-Krona,10.386,12/31/22
12/31/22,Switzerland-Franc,0.923,12/31/22
12/31/22,Syria-Pound,2510,12/31/22
12/31/22,Taiwan-Dollar,30.648,12/31/22
12/31/22,Tajikistan-Somoni,10.16,12/31/22
12/31/22,Tanzania-Shilling,2329,12/31/22
12/31/22,Thailand-Baht,34.52,12/31/22
12/31/22,Timor-Leste-Dili,1,12/31/22
12/31/22,Togo-CFA Franc,614.84,12/31/22
